CustomerKey,GeographyKey,Full Name,BirthDate,Gender,TotalChildren
11572,186,Billy Moreno,30-03-1969,M,1
11573,276,Meagan Subram,24-09-1970,F,2
11574,274,Karla Luo,21-04-1976,F,2
11575,243,Jackson Campbell,08-04-1999,M,2
11576,185,Micah Zhu,28-06-1970,M,1
11577,194,Janet Serrano,05-06-1970,F,1
11578,222,Trisha Huang,26-11-1962,F,3
11579,272,Clayton Beck,29-09-1987,M,3
11580,230,Melvin Raje,09-09-1966,M,1
11581,193,Cindy Jordan,19-10-1969,F,0
11582,222,Claudia Ma,14-12-1996,F,2
11583,207,Karla Xu,25-06-1987,F,2
11584,171,Devin Carter,30-07-1983,M,1
11585,231,Kari Perez,03-01-1993,F,1
11586,278,Alberto Romero,29-06-1973,M,1
11587,184,Kevin Bryant,22-11-1973,M,2
11588,223,Candace Mehta,20-03-1969,F,2
11589,257,Ebony Malhotra,06-08-1964,F,1
11590,221,Erika Diaz,30-09-1983,F,2
11591,209,Stacey Lu,05-11-1963,F,3
11592,198,Darrell Raji,20-09-1974,M,0
11593,183,Armando Moreno,18-11-1978,M,0
11594,213,Corey Goel,28-12-1990,M,4
11595,117,Sebastian Howard,15-02-1967,M,5
11596,267,Roger Raje,14-06-1963,M,1
11597,225,Janelle Chandra,23-02-1998,F,3
11598,174,Meredith Ruiz,14-04-1975,F,3
11599,211,Melody Diaz,20-02-1965,F,0
11600,218,Linda Rubio,08-08-1994,F,0
11601,209,Ivan Raman,24-02-1965,M,0
11602,135,Larry Gill,14-10-1983,M,0
11603,244,Geoffrey Gonzalez,04-02-1986,M,0
11604,275,Edgar Sanchez,15-04-1986,M,0
11605,176,Heidi Subram,26-05-1998,F,0
11606,212,Melody Ramos,10-09-1966,F,0
11607,202,Clinton Moreno,22-04-1978,M,0
11608,217,Cesar Madan,22-06-1961,M,0
11609,277,Eugene Ye,17-01-1962,M,0
11610,269,Blake Collins,20-01-1988,M,0
11611,183,Ernest Lin,12-07-1998,M,0
11612,230,Keith Andersen,13-06-1987,M,0
11613,158,Meredith Prasad,20-06-1990,F,0
11614,172,Katrina Sharma,27-03-1966,F,0
11615,242,Dwayne Navarro,19-10-1993,M,1
11616,260,Casey Nath,03-12-1966,F,1
11617,326,Sean Brooks,29-12-1995,M,4
11618,49,Brian Ramirez,11-02-1988,M,4
11619,69,Sierra Young,12-04-1987,F,0
11620,609,Megan Rodriguez,16-02-1966,F,0
11621,611,Leah She,26-07-1988,F,0
11622,623,Gabriel Allen,15-05-1984,M,0
11623,322,Angela Perry,04-10-1960,F,1
11624,339,Ryan Smith,12-08-1979,M,1
11625,352,Zachary Moore,03-09-1975,M,1
11626,360,Destiny Rogers,23-11-1989,F,1
11627,372,Dalton Gray,16-10-1992,M,1
11628,298,Mariah Wood,30-05-1963,F,1
11629,345,Isaiah Wright,05-07-1992,M,4
11630,637,Haley Powell,06-05-1980,F,1
11631,52,Antonio Bennett,29-10-1984,M,1
11632,51,Alexandra Jenkins,09-11-1963,F,1
11633,612,Thomas Anderson,08-03-1991,M,1
11634,633,Samuel Collins,02-06-1975,M,1
11635,300,Darrell Chande,21-12-1983,M,1
11636,314,Kimberly Cox,14-09-1994,F,1
11637,338,Morgan Hernandez,01-02-1992,F,1
11638,339,Antonio Powell,09-04-1963,M,1
11639,339,Angelica Perry,15-02-1977,F,1
11640,51,Chloe Wilson,17-02-1971,F,1
11641,49,James Chen,30-07-1962,M,1
11642,59,Morgan Hughes,05-06-1961,F,1
11643,612,Naomi Munoz,14-03-1981,F,1
11644,634,Charles Torres,08-12-1981,M,2
11645,548,Gabriella Turner,27-02-1974,F,2
11646,612,Anna Foster,11-08-1967,F,2
11647,49,Randy Wu,11-09-1974,M,2
11648,307,Kevin Scott,06-04-1995,M,1
11649,345,Ian White,26-02-1963,M,1
11650,325,Caleb Hayes,10-03-1977,M,1
11651,49,Patricia Garcia,24-03-1975,F,1
11652,68,Samuel Russell,05-08-1988,M,1
11653,543,Sydney Peterson,14-06-1981,F,1
11654,298,Ariana Sanchez,31-10-1989,F,1
11655,311,Tamara Sharma,16-11-1973,F,2
11656,329,Katelyn Perez,10-10-1997,F,3
11657,347,Megan Cox,01-11-1968,F,3
11658,348,Robert Mitchell,13-01-1993,M,1
11659,66,Miguel Adams,07-10-1980,M,1
11660,60,Miranda Gonzales,04-12-1967,F,1
11661,49,Jeremiah James,04-07-1981,M,1
11662,545,Ethan Kumar,15-12-1998,M,2
11663,644,Seth Williams,09-10-1961,M,4
11664,302,Alyssa Morgan,29-03-1985,F,4
11665,307,Janet Dominguez,23-09-1974,F,4
11666,374,Angel Baker,10-07-1961,M,2
11667,644,Blake Moore,29-06-1970,M,2
11668,300,Jada Collins,18-01-1991,F,2
11669,642,Isabella Simmons,28-09-1963,F,2
11670,326,Jacqueline Perry,19-01-1964,F,2
11671,316,Jessica Brown,28-01-1974,F,3
11672,300,Chad Jai,20-12-1989,M,3
11673,612,Susan Ye,04-07-1978,F,3
11674,385,Morgan Rogers,18-03-1961,F,0
11675,616,Devin Martinez,06-02-1994,M,4
11676,475,Alan Hu,14-09-1987,M,0
11677,50,Charles Walker,19-05-1980,M,2
11678,654,Johnny Chavez,09-11-1987,M,5
11679,633,Dalton Richardson,11-12-1980,M,5
11680,634,Kaylee Nelson,19-02-1967,F,5
11681,641,Abigail Jones,15-12-1972,F,5
11682,642,Kaitlyn Hall,19-05-1964,F,5
11683,316,Greg Taylor,05-02-1979,M,2
11684,634,Devin Parker,08-03-1988,M,0
11685,545,Jose Griffin,12-07-1972,M,0
11686,325,Luke Edwards,31-05-1968,M,0
11687,331,Cody Torres,08-06-1964,M,0
11688,638,Victoria Morris,10-08-1985,F,3
11689,614,Ian Diaz,22-12-1993,M,3
11690,632,Caroline Butler,14-02-1966,F,0
11691,329,Kaitlyn Wilson,05-03-1968,F,0
11692,301,Caleb Gonzales,08-07-1982,M,0
11693,50,Hailey Diaz,25-04-1994,F,4
11694,310,Jonathon Ortega,27-12-1967,M,4
11695,300,Logan Campbell,03-11-1974,M,5
11696,642,Mackenzie Campbell,05-04-1960,F,5
11697,348,Eduardo Lee,01-07-1987,M,4
11698,53,Jackson Wright,21-03-1997,M,4
11699,644,Chase Peterson,23-08-1961,M,4
11700,385,Xavier Richardson,08-07-1987,M,4
11701,347,David Hayes,05-12-1988,M,4
11702,302,Jenny Zhou,08-10-1999,F,4
11703,331,Kaylee Baker,29-12-1965,F,0
11704,368,Evan Hernandez,14-06-1970,M,0
11705,385,Brooke Richardson,10-06-1977,F,2
11706,302,Blake Perez,30-11-1995,M,4
11707,385,Natalie Cook,11-11-1963,F,4
11708,336,Elizabeth Weisman,31-10-1984,F,4
11709,69,Hailey Collins,25-10-1963,F,3
11710,331,Zoe Ramirez,06-05-1988,F,3
11711,54,Daniel Davis,13-05-1985,M,1
11712,50,Shelby Rogers,04-09-1990,F,1
11713,623,Kyle Zhang,18-05-1967,M,1
11714,359,Alexandria Long,22-07-1974,F,1
11715,361,Chloe Robinson,27-08-1975,F,1
11716,314,Evan Kelly,25-12-1990,M,4
11717,539,Marcus Jones,28-06-1961,M,1
11718,546,Sarah Jones,07-03-1966,F,1
11719,49,Blake Green,15-02-1965,M,4
11720,359,Morgan Morris,20-06-1968,F,4
11721,336,Jennifer Alexander,03-04-1998,F,4
11722,609,Julian Hughes,06-04-1987,M,1
11723,64,Luke Coleman,03-04-1987,M,0
11724,65,Jason Carter,30-12-1984,M,0
11725,612,Jose Li,08-12-1992,M,0
11726,612,Micah Liang,22-03-1964,M,0
11727,343,Benjamin Taylor,19-09-1969,M,0
11728,553,Logan White,03-03-1994,M,1
11729,623,Caleb Campbell,03-11-1991,M,1
11730,634,Emma Torres,23-05-1980,F,1
11731,302,Tanya Gill,13-06-1991,F,1
11732,525,Erick Sanchez,04-05-1997,M,1
11733,311,Kristi Schmidt,18-10-1999,F,1
11734,312,Omar Chen,28-12-1976,M,1
11735,626,Sydney Gray,20-09-1975,F,1
11736,322,Sebastian Sanchez,15-09-1962,M,1
11737,355,Megan Martin,19-09-1969,F,4
11738,59,Elijah Alexander,07-05-1995,M,4
11739,65,Aaron King,05-04-1995,M,2
11740,68,Jan Hall,15-09-1970,F,5
11741,307,Tamara Chander,17-07-1965,F,4
11742,355,Edward Lewis,15-03-1985,M,3
11743,372,Chase Kelly,13-11-1963,M,1
11744,372,Stephanie Campbell,17-04-1995,F,1
11745,644,Allison Gonzalez,16-02-1991,F,1
11746,642,Seth Brooks,01-05-1974,M,1
11747,614,Destiny Davis,24-11-1994,F,5
11748,69,Blake Hill,25-07-1987,M,5
11749,2,Eduardo Jackson,01-02-1971,M,4
11750,10,Latoya She,29-09-1977,F,2
11751,36,Victoria Gonzales,31-07-1999,F,4
11752,4,Lauren Bryant,25-01-1997,F,4
11753,2,Felicia Ortega,06-08-1990,F,4
11754,7,Janet Ortega,09-04-1971,F,2
11755,25,Willie Pal,14-02-1972,M,2
11756,17,Linda Ortega,19-07-1969,F,2
11757,33,Vincent Cai,22-09-1963,M,5
11758,3,Colin Yuan,16-05-1966,M,5
11759,28,Dawn Nath,04-05-1988,F,1
11760,29,Melody Moreno,01-09-1970,F,5
11761,31,Edgar Mehta,25-07-1965,M,5
11762,19,Randall Gomez,01-08-1989,M,5
11763,16,Ross Fernandez,16-10-1991,M,5
11764,10,Jessie Ramos,17-05-1970,F,5
11765,11,Marc Torres,19-07-1972,M,5
11766,38,Candace Raman,29-07-1975,F,0
11767,24,Meagan Madan,22-05-1991,F,0
11768,30,Clayton Nara,02-02-1967,M,2
11769,55,Haley Hernandez,12-01-1967,F,0
11770,607,Peter Nara,25-12-1999,M,0
11771,627,Isaac Rivera,11-05-1988,M,0
11772,642,Cameron Moore,28-04-1984,M,1
11773,316,Gavin Diaz,17-12-1983,M,1
11774,343,Emma Sanchez,12-11-1961,F,1
11775,352,Sierra Roberts,23-12-1966,F,1
11776,368,Seth Mitchell,03-10-1969,M,1
11777,302,Miranda Long,30-04-1961,F,1
11778,638,Haley Henderson,12-11-1988,F,1
11779,553,Sarah Jackson,31-08-1989,F,1
11780,614,Jessica Alexander,01-12-1997,F,1
11781,314,Carlos Gray,31-01-1985,M,1
11782,301,Barbara Jai,05-06-1972,F,1
11783,359,Sara Mitchell,27-09-1986,F,1
11784,53,Jose Turner,26-12-1990,M,1
11785,607,Theodore Diaz,08-11-1995,M,1
11786,634,Ian Murphy,09-06-1991,M,1
11787,301,Jerry Nath,12-08-1985,M,1
11788,338,Destiny James,20-02-1964,F,1
11789,343,Bailey Phillips,16-10-1973,F,1
11790,307,Timothy Gonzalez,26-01-1985,M,1
11791,641,Chase Morgan,02-05-1983,M,1
11792,310,Alexia Perry,23-01-1967,F,1
11793,301,Xavier Rogers,24-05-1980,M,1
11794,334,Lauren Ross,13-12-1972,F,2
11795,315,Nicole Thomas,04-05-1999,F,2
11796,315,Isabel Jenkins,25-01-1986,F,2
11797,348,Devin Coleman,17-04-1994,M,2
11798,611,Brendan Chande,12-04-1979,M,2
11799,612,Jessie Wang,03-11-1980,M,2
11800,536,Jennifer Baker,29-12-1974,F,1
11801,536,Aaron Sharma,21-02-1973,M,1
11802,59,Madison Taylor,01-10-1985,F,1
11803,631,Jan Hernandez,03-04-1985,F,1
11804,634,Haley Turner,20-02-1967,F,1
11805,300,Richard Green,31-01-1979,M,2
11806,302,Jennifer Stewart,25-11-1975,F,2
11807,343,Lucas Baker,03-01-1973,M,3
11808,54,James Parker,16-08-1999,M,1
11809,300,Juan Gray,28-07-1975,M,2
11810,611,Antonio Washington,15-04-1991,M,0
11811,310,Abigail Brooks,04-12-1992,F,0
11812,644,Andrew Rodriguez,27-10-1997,M,0
11813,552,Mary Patterson,17-09-1962,F,0
11814,542,Dalton Morgan,28-04-1981,M,2
11815,642,Hannah Patterson,04-04-1973,F,3
11816,300,Joe Torres,14-10-1988,M,4
11817,310,Morgan Miller,24-10-1980,F,4
11818,312,Daniel Garcia,28-06-1982,M,4
11819,616,Jose Lal,02-03-1960,M,2
11820,69,Katelyn Lopez,03-08-1988,F,0
11821,300,Austin Johnson,22-05-1972,M,0
11822,336,Rohinton Wadia,30-09-1966,F,0
11823,53,Morgan Turner,01-09-1972,F,0
11824,55,Jill Martin,25-01-1997,F,4
11825,298,Aimee She,14-03-1990,F,5
11826,300,Jessie Alonso,13-02-1998,F,5
11827,55,Sara Baker,11-07-1998,F,2
11828,545,Katherine Martinez,28-12-1983,F,5
11829,637,Sophia Campbell,02-03-1971,F,5
11830,336,Taylor Garcia,17-09-1999,F,3
11831,358,Christian Ross,12-09-1967,M,3
11832,644,Zoe Murphy,18-03-1976,F,0
11833,59,Oscar Price,17-11-1969,M,3
11834,339,Fernando Flores,19-11-1991,M,3
11835,53,Elijah Russell,31-01-1996,M,3
11836,616,Garrett Travers,17-07-1968,M,3
11837,360,Haley Alexander,31-05-1984,F,3
11838,536,Justin Rodriguez,29-10-1972,M,3
11839,369,Tyler Brown,27-07-1962,M,0
11840,336,Julian Patterson,19-06-1985,M,0
11841,52,Sean Nelson,26-02-1988,M,0
11842,631,Justin Wilson,27-02-1991,M,4
11843,536,Christy Nara,03-09-1961,F,4
11844,307,Michele Alvarez,15-03-1993,F,4
11845,63,Natalie Jones,14-05-1964,F,2
11846,337,Savannah Reed,23-10-1982,F,4
11847,547,Cassidy Diaz,10-06-1983,F,4
11848,648,Joshua Lewis,26-06-1985,M,4
11849,331,Faith Reed,21-08-1987,F,4
11850,347,Brooke Ramirez,26-03-1994,F,4
11851,311,Jada Mitchell,04-01-1968,F,4
11852,334,Kyle Russell,22-12-1989,M,4
11853,311,Grace Jones,04-04-1975,F,0
11854,383,Jason Mitchell,01-11-1986,M,2
11855,302,Christian Walker,09-06-1975,M,4
11856,539,Seth Hernandez,25-08-1967,M,3
11857,614,Isabella Young,02-02-1968,F,3
11858,361,Jordan Coleman,01-01-1993,M,3
11859,631,Blake Garcia,15-08-1977,M,1
11860,343,Nicole Walker,15-01-1975,F,1
11861,71,Katherine Carter,24-08-1985,F,1
11862,616,Olivia Peterson,05-04-1966,F,4
11863,638,Jessica Wood,26-11-1998,F,1
11864,642,Elizabeth Thompson,30-05-1976,F,1
11865,343,Chloe Rivera,19-09-1979,F,1
11866,325,Lucas Scott,31-03-1999,M,1
11867,343,Nathaniel James,13-03-1980,M,4
11868,68,Jessica Peterson,27-05-1972,F,0
11869,71,Kaitlyn Adams,16-07-1962,F,0
11870,612,Jillian Garcia,27-02-1992,F,0
11871,626,Dalton Bennett,16-01-1961,M,0
11872,325,Faith Patterson,03-06-1971,F,0
11873,372,Ryan Zhang,12-02-1991,M,0
11874,385,Adrian Bell,26-04-1963,M,0
11875,51,Jonathan Brown,02-11-1988,M,1
11876,348,Madison White,26-01-1998,F,1
11877,345,Alexis Diaz,27-03-1973,F,1
11878,607,Christine Nara,21-06-1971,F,1
11879,536,Edgar Sai,18-05-1994,M,1
11880,548,Melissa Sanchez,28-06-1973,F,1
11881,326,Richard Mitchell,15-11-1972,M,4
11882,637,Patrick Stewart,31-05-1993,M,4
11883,612,Hannah Anderson,21-07-1962,F,5
11884,607,Latoya Shen,06-11-1960,F,5
11885,302,Kurt Sharma,13-12-1970,M,2
11886,369,Katelyn Parker,22-03-1993,F,3
11887,312,Joseph White,20-05-1995,M,1
11888,49,Aaron Ross,11-03-1988,M,1
11889,633,Blake Patterson,01-03-1977,M,1
11890,299,Whitney Lopez,15-11-1993,F,5
11891,300,Jamie Liang,07-03-1984,F,5
11892,14,Julio Ortega,12-11-1983,M,1
11893,18,Orlando Carlson,15-10-1987,M,2
11894,25,Ann Gonzalez,15-11-1997,F,1
11895,23,Dustin Chander,03-06-1978,M,1
11896,16,Frank Carlson,29-03-1987,M,1
11897,38,Orlando Ashe,03-03-1969,M,2
11898,20,Angela Henderson,07-10-1983,F,4
11899,36,Brenda Perez,02-07-1962,F,4
11900,10,Byron Carlson,30-08-1981,M,2
11901,3,Stacy Alvarez,11-10-1965,F,2
11902,7,Drew Pal,31-07-1976,M,5
11903,21,Kate Raji,27-08-1975,F,1
11904,34,Kaylee Cook,14-01-1995,F,1
11905,31,Isaiah Ramirez,16-09-1978,M,1
11906,20,Gabriella Sanders,14-07-1983,F,5
11907,19,Sarah Garcia,04-06-1975,F,5
11908,38,Rafael Tang,04-01-1970,M,5
11909,26,Nichole She,18-08-1984,F,5
11910,4,Jaclyn Zheng,05-08-1993,F,5
11911,34,Rachael Kapoor,28-02-1963,F,5
11912,27,Rachael Sai,09-09-1973,F,3
11913,37,Rebecca Robinson,20-06-1962,F,3
11914,13,Meagan Rana,07-04-1997,F,0
11915,13,Philip Carlson,14-06-1995,M,0
11916,40,Joe Rana,17-08-1971,M,0
11917,3,Roy Sanz,02-05-1987,M,0
11918,2,Kaylee Hill,26-10-1996,F,3
11919,26,Warren Andersen,31-03-1981,M,4
11920,20,Adrienne Gomez,22-06-1995,F,4
11921,33,Gilbert Zhu,19-02-1986,M,4
11922,69,James Davis,25-02-1971,M,4
11923,343,Sarah Bryant,25-01-1963,F,0
11924,347,Ian Long,04-03-1971,M,0
11925,609,Ashlee Jai,08-04-1971,F,0
11926,546,Eduardo Foster,15-10-1991,M,0
11927,638,Nicole Murphy,16-05-1985,F,0
11928,316,Isabella Morris,15-11-1969,F,0
11929,17,Virginia Gonzalez,09-04-1982,F,2
11930,12,Jaclyn Nara,30-09-1967,F,4
11931,352,Marcus Adams,10-01-1982,M,0
11932,369,Elizabeth Coleman,12-08-1978,F,0
11933,609,Mathew Rubio,01-12-1973,M,0
11934,612,Justin Shan,05-01-1997,M,0
11935,543,Jessica Taylor,03-04-1968,F,0
11936,634,Hunter Clark,23-11-1992,M,0
11937,548,Devin Perez,19-08-1994,M,0
11938,314,Seth Alexander,05-10-1986,M,0
11939,329,Kevin Washington,20-04-1970,M,0
11940,385,Tyler Miller,15-02-1971,M,3
11941,553,Adam Roberts,01-11-1981,M,0
11942,10,George Gonzalez,07-07-1988,M,2
11943,40,Dawn Huang,25-05-1979,F,2
11944,15,Rachael Rodriguez,13-01-1988,F,3
11945,311,Dennis Huang,12-02-1963,M,0
11946,18,Brandy Saunders,03-05-1986,F,3
11947,14,Jenny Zheng,07-05-1979,F,3
11948,17,Tasha Xu,08-06-1986,F,3
11949,374,Julia Brooks,08-05-1992,F,0
11950,312,Jordan Carter,12-03-1977,F,0
11951,35,Lacey Huang,12-01-1981,F,2
11952,34,Dorothy Robinson,20-08-1991,M,2
11953,545,Courtney Wright,07-05-1986,F,0
11954,325,Joseph Garcia,02-08-1982,M,0
11955,325,Gabriel Green,21-04-1997,M,0
11956,300,Alexandria Sandberg,10-01-1986,F,0
11957,634,Courtney Hernandez,28-02-1999,F,0
11958,611,Dylan Lal,06-10-1977,M,0
11959,335,Elizabeth Davis,12-12-1983,F,0
11960,634,Ana Griffin,21-11-1978,F,0
11961,299,Anne Alvarez,16-11-1976,F,0
11962,298,Alexandra Roberts,16-04-1988,F,0
11963,2,Antonio Patterson,22-04-1962,M,2
11964,22,Sharon Salavaria,28-11-1980,M,2
11965,8,Katie She,12-04-1983,F,2
11966,32,Rafael Black,24-03-1962,M,2
11967,25,Latasha Munoz,24-06-1980,F,2
11968,9,Kelsey Becker,24-09-1979,F,0
11969,30,Randy Xu,08-01-1985,M,0
11970,552,Bailey Collins,09-04-1990,F,0
11971,322,Amanda Adams,04-04-1963,F,0
11972,614,Katherine Williams,18-06-1966,F,0
11973,635,Caroline Barnes,18-07-1965,F,0
11974,299,Randy Sun,14-10-1984,M,0
11975,307,Destiny Garcia,03-06-1974,F,0
11976,12,Audrey Ramos,12-06-1960,F,1
11977,10,Bonnie Jai,22-10-1994,F,0
11978,322,Jackson Washington,06-07-1995,M,0
11979,69,Christopher Johnson,09-10-1964,M,2
11980,369,Kimberly Richardson,08-02-1967,F,2
11981,616,Alexandria Howard,09-01-1968,F,2
11982,359,Alexandra Foster,03-05-1990,F,2
11983,298,Cheryl Ortega,11-01-1960,F,3
11984,59,Alex Campbell,17-05-1980,M,2
11985,536,Melanie Hughes,20-09-1979,F,2
11986,34,Max Alvarez,18-08-1989,M,0
11987,38,Diane Vazquez,18-11-1997,F,4
11988,4,Kathryn Chapman,09-04-1976,F,1
11989,24,Kara Anand,31-03-1964,F,1
11990,10,Joanna Vazquez,28-02-1978,F,1
11991,9,Frederick Martinez,02-02-1965,M,1
11992,20,Tonya Chande,27-03-1982,F,1
11993,4,Rosa Wang,17-04-1970,F,1
11994,27,Leah Hu,25-06-1991,F,0
11995,39,Kelvin Carson,07-03-1999,M,1
11996,21,Veronica Srini,08-11-1962,F,1
11997,2,Kristina Kapoor,19-11-1998,F,1
11998,24,Donna Sharma,19-12-1971,F,1
11999,10,Johnny Shan,28-01-1972,M,1
